X Z
-0.884161 0.0807672
-0.87162 0.0814747
-0.859078 0.0821948
-0.846537 0.0829558
-0.833996 0.0837479
-0.821454 0.0845369
-0.808913 0.0853121
-0.796372 0.0860857
-0.783831 0.0868516
-0.771289 0.0875826
-0.758748 0.088274
-0.746207 0.0889575
-0.733665 0.089658
-0.721124 0.0903665
-0.708583 0.0910672
-0.696041 0.0917657
-0.6835 0.092473
-0.670959 0.0931815
-0.658418 0.0938748
-0.645876 0.0945478
-0.633335 0.0952011
-0.620794 0.0958301
-0.608252 0.0964356
-0.595711 0.097033
-0.58317 0.0976342
-0.570629 0.0982317
-0.558087 0.098814
-0.545546 0.0993841
-0.533005 0.0999442
-0.520463 0.100474
-0.507922 0.10095
-0.495381 0.101385
-0.48284 0.101817
-0.470298 0.102264
-0.457757 0.102709
-0.445216 0.103134
-0.432674 0.103556
-0.420133 0.103987
-0.407592 0.104411
-0.395051 0.104801
-0.382509 0.105168
-0.369968 0.105551
-0.357427 0.105957
-0.344885 0.106357
-0.332344 0.106721
-0.319803 0.107057
-0.307262 0.107384
-0.29472 0.107701
-0.282179 0.108001
-0.269638 0.1083
-0.257096 0.108635
-0.244555 0.109016
-0.232014 0.109413
-0.219473 0.109792
-0.206931 0.110144
-0.19439 0.110477
-0.181849 0.110788
-0.169307 0.111067
-0.156766 0.111319
-0.144225 0.111565
-0.131684 0.111813
-0.119142 0.112046
-0.106601 0.112246
-0.0940597 0.112415
-0.0815184 0.112573
-0.0689771 0.112729
-0.0564358 0.112881
-0.0438945 0.113021
-0.0313532 0.11315
-0.0188119 0.113259
-0.00627064 0.113326
0.00627064 0.113326
0.0188119 0.113259
0.0313532 0.11315
0.0438945 0.113021
0.0564358 0.112881
0.0689771 0.112729
0.0815184 0.112573
0.0940597 0.112415
0.106601 0.112246
0.119142 0.112046
0.131684 0.111813
0.144225 0.111565
0.156766 0.111319
0.169307 0.111067
0.181849 0.110788
0.19439 0.110477
0.206931 0.110144
0.219473 0.109792
0.232014 0.109413
0.244555 0.109016
0.257096 0.108635
0.269638 0.1083
0.282179 0.108001
0.29472 0.107701
0.307262 0.107384
0.319803 0.107057
0.332344 0.106721
0.344885 0.106357
0.357427 0.105957
0.369968 0.105551
0.382509 0.105168
0.395051 0.104801
0.407592 0.104411
0.420133 0.103987
0.432674 0.103556
0.445216 0.103134
0.457757 0.102709
0.470298 0.102264
0.48284 0.101817
0.495381 0.101385
0.507922 0.10095
0.520463 0.100474
0.533005 0.0999442
0.545546 0.0993841
0.558087 0.098814
0.570629 0.0982317
0.58317 0.0976342
0.595711 0.097033
0.608252 0.0964356
0.620794 0.0958301
0.633335 0.0952011
0.645876 0.0945478
0.658418 0.0938748
0.670959 0.0931815
0.6835 0.092473
0.696041 0.0917657
0.708583 0.0910672
0.721124 0.0903665
0.733665 0.089658
0.746207 0.0889575
0.758748 0.088274
0.771289 0.0875826
0.783831 0.0868516
0.796372 0.0860857
0.808913 0.0853121
0.821454 0.0845369
0.833996 0.0837479
0.846537 0.0829558
0.859078 0.0821948
0.87162 0.0814747
0.884161 0.0807672
0.896702 0.0800447
0.909243 0.0793053
0.921785 0.0785521
0.934326 0.0777801
0.946867 0.076993
0.959409 0.076206
0.97195 0.0754215
0.984491 0.0746277
0.997032 0.0738269
1.00957 0.0730342
1.02211 0.072246
1.03466 0.0714433
1.0472 0.0706311
1.05974 0.0698382
1.07228 0.0690699
1.08482 0.0682996
1.09736 0.0675156
1.1099 0.0667389
1.12245 0.0659841
1.13499 0.0652421
1.14753 0.0645066
1.16007 0.0637833
1.17261 0.0630659
1.18515 0.0623405
1.19769 0.0616138
1.21023 0.0609023
1.22278 0.0602011
1.23532 0.0594993
1.24786 0.0588122
1.2604 0.0581597
1.27294 0.0575265
1.28548 0.0568864
1.29802 0.0562453
1.31056 0.0556231
1.32311 0.0550171
1.33565 0.0544164
1.34819 0.0538235
1.36073 0.0532336
1.37327 0.052628
1.38581 0.0520082
1.39835 0.0513962
1.41089 0.0507917
1.42344 0.0501742
1.43598 0.0495467
1.44852 0.0489296
1.46106 0.0483182
1.4736 0.0476958
1.48614 0.047071
1.49868 0.0464582
1.51123 0.0458524
1.52377 0.045253
1.53631 0.0446725
1.54885 0.0441017
1.56139 0.0435164
1.57393 0.0429238
1.58647 0.0423497
1.59901 0.0417903
1.61156 0.0412289
1.6241 0.0406695
1.63664 0.0401148
1.64918 0.0395524
1.66172 0.0389885
1.67426 0.0384432
1.6868 0.0379086
1.69934 0.0373683
1.71189 0.0368351
1.72443 0.0363195
1.73697 0.0358049
1.74951 0.0352857
1.76205 0.0347761
1.77459 0.0342719
1.78713 0.033764
1.79967 0.0332661
1.81222 0.0327781
1.82476 0.0322749
1.8373 0.0317564
1.84984 0.0312446
1.86238 0.0307382
1.87492 0.0302308
1.88746 0.0297334
1.90001 0.0292392
1.91255 0.0287319
1.92509 0.0282288
1.93763 0.0277491
1.95017 0.0272802
1.96271 0.0268191
1.97525 0.0263762
1.98779 0.0259397
2.00034 0.025504
2.01288 0.0250882
2.02542 0.0246886
2.03796 0.0242878
2.0505 0.0238966
2.06304 0.0235186
2.07558 0.0231369
2.08812 0.0227577
2.10067 0.0223881
2.11321 0.0220111
2.12575 0.0216326
2.13829 0.0212701
2.15083 0.0209099
2.16337 0.0205467
2.17591 0.0201924
2.18845 0.019836
2.201 0.0194783
2.21354 0.0191423
2.22608 0.0188192
2.23862 0.0184967
2.25116 0.0181855
2.2637 0.0178762
2.27624 0.0175656
2.28879 0.0172765
2.30133 0.0170014
2.31387 0.0167269
2.32641 0.0164631
2.33895 0.0161989
2.35149 0.0159308
2.36403 0.015681
2.37657 0.01544
2.38912 0.0152001
2.40166 0.0149726
2.4142 0.0147418
2.42674 0.01451
2.43928 0.0142953
2.45182 0.014083
2.46436 0.0138769
2.4769 0.0136835
2.48945 0.0134841
2.50199 0.0132916
2.51453 0.0131094
2.52707 0.0129236
2.53961 0.0127501
2.55215 0.0125795
2.56469 0.0124054
2.57723 0.0122443
2.58978 0.0120803
2.60232 0.0119191
2.61486 0.011768
2.6274 0.0116109
2.63994 0.0114663
2.65248 0.0113273
2.66502 0.011188
2.67756 0.0110627
2.69011 0.0109325
2.70265 0.0108115
2.71519 0.010701
2.72773 0.0105912
2.74027 0.0104984
2.75281 0.0104012
2.76535 0.0103091
2.7779 0.0102222
2.79044 0.010133
2.80298 0.0100601
2.81552 0.00998209
2.82806 0.00991084
2.8406 0.0098353
2.85314 0.00975501
2.86568 0.00968417
2.87823 0.0096083
2.89077 0.00954713
2.90331 0.00947791
2.91585 0.00941333
2.92839 0.00934575
2.94093 0.0092809
2.95347 0.00922891
2.96601 0.00917789
2.97856 0.00914182
2.9911 0.00909719
3.00364 0.0090651
3.01618 0.0090279
3.02872 0.00900886
3.04126 0.00899115
3.0538 0.00898548
3.06634 0.00897552
3.07889 0.0089679
3.09143 0.00895875
3.10397 0.00895536
3.11651 0.00895702
3.12905 0.00896111
