X Z
-15 0.0378401
-14.97 0.0378401
-14.9401 0.0378401
-14.9101 0.0378401
-14.8801 0.0378401
-14.8501 0.0378401
-14.8202 0.0378401
-14.7902 0.0378401
-14.7602 0.0378401
-14.7303 0.0378401
-14.7003 0.0378401
-14.6703 0.0378401
-14.6404 0.0378401
-14.6104 0.0378401
-14.5804 0.0378401
-14.5504 0.0378401
-14.5205 0.0378401
-14.4905 0.0378401
-14.4605 0.0378401
-14.4306 0.0378401
-14.4006 0.0378401
-14.3706 0.0378401
-14.3407 0.0378401
-14.3107 0.0378401
-14.2807 0.0378401
-14.2507 0.0378401
-14.2208 0.0378401
-14.1908 0.0378401
-14.1608 0.0378401
-14.1309 0.0378401
-14.1009 0.0378401
-14.0709 0.0378401
-14.041 0.0378401
-14.011 0.0378401
-13.981 0.0378401
-13.951 0.0378401
-13.9211 0.0378401
-13.8911 0.0378401
-13.8611 0.0378401
-13.8312 0.0378401
-13.8012 0.0378401
-13.7712 0.0378401
-13.7413 0.0378401
-13.7113 0.0378401
-13.6813 0.0378401
-13.6513 0.0378401
-13.6214 0.0378401
-13.5914 0.0378401
-13.5614 0.0378401
-13.5315 0.0378401
-13.5015 0.0378401
-13.4715 0.0378401
-13.4416 0.0378401
-13.4116 0.0378401
-13.3816 0.0378401
-13.3516 0.0378401
-13.3217 0.0378401
-13.2917 0.0378401
-13.2617 0.0378401
-13.2318 0.0378401
-13.2018 0.0378401
-13.1718 0.0378401
-13.1419 0.0378401
-13.1119 0.0378401
-13.0819 0.0378401
-13.0519 0.0378401
-13.022 0.0378401
-12.992 0.0378401
-12.962 0.0378401
-12.9321 0.0378401
-12.9021 0.0378401
-12.8721 0.0378401
-12.8422 0.0378401
-12.8122 0.0378401
-12.7822 0.0378401
-12.7522 0.0378401
-12.7223 0.0378401
-12.6923 0.0378401
-12.6623 0.0378401
-12.6324 0.0378401
-12.6024 0.0378401
-12.5724 0.0378401
-12.5425 0.0378401
-12.5125 0.0378401
-12.4825 0.0378401
-12.4525 0.0378401
-12.4226 0.0378401
-12.3926 0.0378401
-12.3626 0.0378401
-12.3327 0.0378401
-12.3027 0.0378401
-12.2727 0.0378401
-12.2428 0.0378401
-12.2128 0.0378401
-12.1828 0.0378401
-12.1528 0.0378401
-12.1229 0.0378401
-12.0929 0.0378401
-12.0629 0.0378401
-12.033 0.0378401
-12.003 0.0378401
-11.973 0.0378401
-11.9431 0.0378401
-11.9131 0.0378401
-11.8831 0.0378401
-11.8531 0.0378401
-11.8232 0.0378401
-11.7932 0.0378401
-11.7632 0.0378401
-11.7333 0.0378401
-11.7033 0.0378401
-11.6733 0.0378401
-11.6434 0.0378401
-11.6134 0.0378401
-11.5834 0.0378401
-11.5534 0.0378401
-11.5235 0.0378401
-11.4935 0.0378401
-11.4635 0.0378401
-11.4336 0.0378401
-11.4036 0.0378401
-11.3736 0.0378401
-11.3437 0.0378401
-11.3137 0.0378401
-11.2837 0.0378401
-11.2537 0.0378401
-11.2238 0.0378401
-11.1938 0.0378401
-11.1638 0.0378401
-11.1339 0.0378401
-11.1039 0.03784
-11.0739 0.03784
-11.044 0.03784
-11.014 0.03784
-10.984 0.03784
-10.954 0.03784
-10.9241 0.03784
-10.8941 0.03784
-10.8641 0.03784
-10.8342 0.03784
-10.8042 0.03784
-10.7742 0.0378401
-10.7443 0.0378401
-10.7143 0.0378401
-10.6843 0.0378401
-10.6543 0.0378401
-10.6244 0.0378401
-10.5944 0.0378401
-10.5644 0.0378401
-10.5345 0.0378401
-10.5045 0.0378401
-10.4745 0.0378401
-10.4446 0.0378402
-10.4146 0.0378402
-10.3846 0.0378401
